Composition,Temperature,Stage,Delta_Temperature,First_Temperature,Last_Temperature,Max_AtomicVolume,Max_CN,Max_CavityRadius,Max_Displacement,Max_Temperature,Mean_AtomicVolume,Mean_CN,Mean_CavityRadius,Mean_Displacement,Mean_Temperature,Median_AtomicVolume,Median_CN,Median_CavityRadius,Median_Displacement,Min_AtomicVolume,Min_CN,Min_CavityRadius,Min_Displacement,Min_Temperature,Std_AtomicVolume,Std_CN,Std_CavityRadius,Std_Displacement,Std_Temperature
7030,200,bed,32.03199999999998,301.761,333.793,4155.78,24.0,24.9564,0.0,333.793,33.35066778765852,12.41679554593257,3.5502530049489636,0.0,315.85707,11.2856,12.0,2.60762,0.0,2.27997,2.0,1.45739,0.0,297.292,127.20739452493034,3.18680230279997,2.99056523711719,0.0,9.592137447643335
7030,200,laser,137.447,332.805,470.252,6684.34,24.0,24.4472,0.0,472.427,33.35066469300959,12.680946489328797,3.4880823948345188,0.0,399.6669825,10.759450000000001,13.0,2.4518649999999997,0.0,2.37906,1.0,1.4504,0.0,331.69,132.30893322724333,3.157598218756638,3.097520749499748,0.0,40.54513677838736
7030,200,hold,3.420000000000016,469.952,473.372,5684.21,24.0,21.4926,0.0,481.155,33.35066914939685,12.525672749768017,3.4441819803588,0.0,472.96500999999995,11.0617,12.0,2.48101,0.0,2.28951,1.0,1.4254,0.0,463.958,136.59287316432193,3.1120700539438393,2.9248817127605404,0.0,2.771695570462086
7030,200,cooling,-133.39999999999998,472.137,338.737,7161.8,25.0,21.6662,0.0,475.209,33.350665947262605,12.533869471079493,3.418791756882152,0.0,406.9243925,11.00705,12.0,2.45983,0.0,2.19589,1.0,1.42699,0.0,337.694,155.95339251683885,3.1353624438974634,2.8718999427684606,0.0,40.14470075970375
7030,250,equilibrium,70.612,230.104,300.716,3700.47,25.0,29.1805,0.0,305.527,33.350667074698414,13.265542839467987,3.4096942019795855,0.0,289.33693999999997,10.2583,13.0,2.3394000000000004,0.0,2.20527,3.0,1.41661,0.0,230.104,135.28221367111877,3.2764291073368015,3.444659576229947,0.0,20.391191594401686
7030,250,bed,32.03199999999998,301.761,333.793,4155.78,24.0,24.9564,0.0,333.793,33.35066778765852,12.41679554593257,3.5502530049489636,0.0,315.85707,11.2856,12.0,2.60762,0.0,2.27997,2.0,1.45739,0.0,297.292,127.20739452493034,3.18680230279997,2.99056523711719,0.0,9.592137447643335
7030,250,laser,186.152,332.805,518.957,6684.34,24.0,24.4472,0.0,519.412,33.35066469300959,12.680946489328797,3.4880823948345188,0.0,423.2546950000001,10.759450000000001,13.0,2.4518649999999997,0.0,2.37906,1.0,1.4504,0.0,331.702,132.30893322724333,3.157598218756638,3.097520749499748,0.0,55.15207977020833
7030,250,hold,2.6119999999999663,519.952,522.564,4612.17,24.0,21.2191,0.0,532.231,33.350669184194246,12.35617073925147,3.494950971234148,0.0,522.94144875,11.26235,12.0,2.528775,0.0,2.29195,1.0,1.45713,0.0,514.175,131.02918703690239,3.1184622597180125,2.90526215580409,0.0,2.911551319955457
7030,250,cooling,-182.077,520.943,338.866,4052.38,24.0,22.9053,0.0,526.119,33.35066560779462,12.248221466130529,3.488274258428704,0.0,433.5232875,11.2934,12.0,2.5485499999999996,0.0,2.21455,2.0,1.44897,0.0,338.866,130.5417202919861,3.1107867132337588,2.8804397482778383,0.0,54.52241838580195
7030,300,equilibrium,70.612,230.104,300.716,3700.47,25.0,29.1805,0.0,305.527,33.350667074698414,13.265542839467987,3.4096942019795855,0.0,289.33693999999997,10.2583,13.0,2.3394000000000004,0.0,2.20527,3.0,1.41661,0.0,230.104,135.28221367111877,3.2764291073368015,3.444659576229947,0.0,20.391191594401686
7030,300,bed,32.03199999999998,301.761,333.793,4155.78,24.0,24.9564,0.0,333.793,33.35066778765852,12.41679554593257,3.5502530049489636,0.0,315.85707,11.2856,12.0,2.60762,0.0,2.27997,2.0,1.45739,0.0,297.292,127.20739452493034,3.18680230279997,2.99056523711719,0.0,9.592137447643335
7030,300,laser,236.91500000000002,332.805,569.72,6684.34,24.0,24.4472,0.0,569.72,33.35066469300959,12.680946489328797,3.4880823948345188,0.0,446.87018749999993,10.759450000000001,13.0,2.4518649999999997,0.0,2.37906,1.0,1.4504,0.0,331.708,132.30893322724333,3.157598218756638,3.097520749499748,0.0,70.02695045188904
7030,300,hold,4.291999999999916,569.253,573.545,7654.12,24.0,22.848,0.0,586.267,33.35066507732756,12.153417878131766,3.512045588462728,0.0,573.14197,11.480450000000001,12.0,2.58254,0.0,2.33849,1.0,1.47302,0.0,563.956,137.48284601518932,3.1235683464665964,2.855346032018779,0.0,3.648591562793799
7030,300,cooling,-231.23999999999995,572.833,341.593,5531.04,24.0,20.5646,0.0,575.271,33.35066634317971,12.13269409217445,3.5568587372409524,0.0,460.0620300000001,11.59075,12.0,2.6076449999999998,0.0,2.36226,1.0,1.44498,0.0,341.593,122.22415349653257,3.1481391421926657,2.789319509599852,0.0,68.8427547233101
7030,350,equilibrium,66.84699999999998,230.452,297.299,3700.47,25.0,29.1805,0.0,307.116,33.350667074698414,13.265542839467987,3.4096942019795855,0.0,279.115065,10.2583,13.0,2.3394000000000004,0.0,2.20527,3.0,1.41661,0.0,229.865,135.28221367111877,3.2764291073368015,3.444659576229947,0.0,24.90411428342684
7030,350,bed,31.028999999999996,298.331,329.36,3972.32,24.0,26.3002,0.0,333.024,33.35066686978038,12.42375502629137,3.526848435663471,0.0,314.7978833333333,11.317499999999999,12.0,2.5726050000000003,0.0,2.03754,2.0,1.44247,0.0,297.011,126.53690794252161,3.176306005468875,3.1485359701365634,0.0,10.444830705406586
7030,350,laser,280.36800000000005,330.875,611.243,3346.86,24.0,24.5793,0.0,615.025,33.35066830575317,12.363439529848439,3.5522089692236314,0.0,455.9496875,11.268350000000002,12.0,2.576795,0.0,2.06924,1.0,1.45099,0.0,330.285,123.15009125181676,3.158850073646187,3.0182375607680787,0.0,87.848660925428
7030,350,hold,7.096000000000004,612.417,619.513,4474.45,23.0,22.9499,0.0,633.033,33.35066628905042,12.03557067738942,3.59777810392824,0.0,621.83740875,11.78485,12.0,2.66843,0.0,2.21493,1.0,1.45125,0.0,607.489,118.45607449321018,3.1407775477407838,2.8797500111715415,0.0,4.125576583564653
7030,350,cooling,-265.2,624.11,358.91,2247.8,24.0,18.1288,0.0,626.885,33.350666803278685,11.693782864212805,3.6956284573151876,0.0,501.3271875,12.54515,12.0,2.8506,0.0,2.23458,1.0,1.44612,0.0,358.683,90.9809848874555,3.156346405428838,2.516386520637045,0.0,81.790964401771
