Composition,Temperature,Feature,Equilibrium,Bed,Laser,Hold,Cooling,Delta_Equilibrium_to_Bed,PctChange_Equilibrium_to_Bed,Delta_Bed_to_Laser,PctChange_Bed_to_Laser,Delta_Laser_to_Hold,PctChange_Laser_to_Hold,Delta_Hold_to_Cooling,PctChange_Hold_to_Cooling,Total_Change,Total_PctChange
5050,200,First_Temperature,178.231,302.466,335.006,467.523,472.535,124.23500000000001,69.70448462949768,32.539999999999964,10.758233983323732,132.51700000000005,39.55660495632916,5.0120000000000005,1.0720328197757116,294.30400000000003,165.12503436551444
5050,200,Last_Temperature,301.806,334.021,469.127,469.062,337.493,32.21500000000003,10.674075399428782,135.106,40.44835504354516,-0.06499999999999773,-0.013855523131262476,-131.56900000000002,-28.049383663566868,35.68700000000001,11.824483277337102
5050,200,Delta_Temperature,123.57499999999999,31.555000000000007,134.12100000000004,1.5389999999999873,-135.04200000000003,-92.01999999999998,-74.46489985838559,102.56600000000003,325.0388211060054,-132.58200000000005,-98.85252868678283,-136.58100000000002,-8874.658869395786,-258.617,-209.27938498887318
5050,250,Mean_CN,13.518284993694829,12.306971716807782,12.443883984867592,12.343181408755179,12.476670870113493,-1.2113132768870472,-8.960554371002132,0.1369122680598096,1.1124773113179975,-0.10070257611241296,-0.8092535757716202,0.1334894613583142,1.0814834274705578,-1.0416141235813363,-7.705223880597012
5050,250,Std_CN,3.2537324564755887,3.1517463610963654,3.153442213680948,3.1169221887167184,3.092447855774834,-0.10198609537922332,-3.1344339690944865,0.0016958525845827133,0.05380675950055812,-0.03652002496422968,-1.1581003389182327,-0.02447433294188439,-0.7852083388697241,-0.16128460070075468,-4.956910343988657
5050,250,Min_CN,3.0,2.0,1.0,2.0,1.0,-1.0,-33.33333333333333,-1.0,-50.0,1.0,100.0,-1.0,-50.0,-2.0,-66.66666666666666
5050,250,Max_CN,24.0,24.0,23.0,24.0,24.0,0.0,0.0,-1.0,-4.166666666666666,1.0,4.3478260869565215,0.0,0.0,0.0,0.0
5050,250,Median_CN,14.0,12.0,12.0,12.0,12.0,-2.0,-14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-14.285714285714285
5050,250,Mean_AtomicVolume,37.52112197622049,37.52112134119979,37.521119337957124,37.52112179066835,37.52111814537921,-6.350207044647505e-07,-1.6924352765016014e-06,-2.003242663306537e-06,-5.338973334751836e-06,2.45271122878421e-06,6.536881820321916e-06,-3.6452891407634525e-06,-9.715298921766379e-06,-3.83084127975053e-06,-1.0209826033929305e-05
5050,250,Std_AtomicVolume,146.94638951533193,127.77060530260859,131.90095699042945,123.21417627013214,122.97130709679243,-19.175784212723343,-13.049510284648811,4.130351687820863,3.2326306023507083,-8.686780720297307,-6.585836007943148,-0.24286917333971303,-0.19711138822796803,-23.9750824185395,-16.315530104288825
5050,250,Min_AtomicVolume,2.10642,2.28311,2.33716,2.44734,2.2968,0.17669000000000024,8.388165702946242,0.05404999999999971,2.367384839101038,0.11018000000000017,4.714268599496832,-0.1505399999999999,-6.151168207114659,0.19038000000000022,9.038083573076605
5050,250,Max_AtomicVolume,2922.58,2766.72,3305.17,2627.94,2886.79,-155.86000000000013,-5.332959234648842,538.4500000000003,19.461673027989836,-677.23,-20.490020180505088,258.8499999999999,9.849920470025948,-35.789999999999964,-1.2246029193383916
5050,250,Median_AtomicVolume,10.49175,12.3107,11.980699999999999,12.07715,11.87945,1.818950000000001,17.33695522672577,-0.33000000000000185,-2.6805949296140907,0.09645000000000081,0.805044780355078,-0.19769999999999932,-1.6369756109678137,1.3877000000000006,13.226582791240743
5050,250,Mean_CavityRadius,3.569698453431814,3.769001420464782,3.7634378085029723,3.7913310691767244,3.7576134921635744,0.1993029670329678,5.583187757536303,-0.005563611961809656,-0.14761501366384647,0.027893260673752085,0.7411643846148084,-0.033717577013149924,-0.8893334925897566,0.1879150387317603,5.264171222953125
